id	prob
598	0.5621049005011838
12048	0.053887300612701576
40908	0.9157702595121988
33283	0.9897241571691159
40600	1.1311066858837386e-08
19805	0.001663126835505491
20784	0.9389249755623564
19048	0.015641743310907893
37061	0.9931105923972551
3983	1.901505991366699e-09
10403	0.0006411373848892995
28874	0.9820594537369177
11099	0.9941727357449711
12940	0.9757031926417512
41437	0.010001594010260769
3554	0.8992637754687761
22356	0.2989002622126399
23521	3.1517569020386757e-07
19043	0.9936513146917032
30978	0.982280088370949
39297	0.9636051884439618
39470	0.9419603989948101
22235	0.5672012386934887
35270	0.9972930005068334
6693	0.9682254308031929
5657	0.32120768345921163
32121	0.9990429474407404
20400	0.11768057364979134
17806	0.6073042584175601
22512	0.7949828863239764
28606	0.742608960953159
48490	0.0032767539078720626
1403	0.9619764358971044
17124	0.0005528781249614559
27901	0.22673248492019743
20999	0.9959134438207863
35827	0.0985122291692414
26701	0.5597619347412223
48095	0.05938127505695518
12253	0.7796445463087848
11177	0.025111998532481798
7686	0.01844770017052403
36491	0.0029008445326477745
27051	0.04162104633437649
3700	0.9792915886625019
32648	0.9795124679516358
16627	0.9999243706533132
14605	0.00045078552496606106
11235	0.9838548709265159
6006	0.023410405491210037
44976	0.0786342929148088
23594	0.0008883209155120013
24771	0.00022122448020722043
34332	0.8573560114496094
19847	0.9846900957106561
37046	0.0016312793978783355
3358	0.783335636404074
47112	0.003234451150421865
4522	0.03098715629175002
37803	0.838133172019841
41939	0.9421409400075645
3882	0.9937694116701009
25287	0.00020630396428018038
46006	0.994796246707649
36394	0.03528396987218609
19123	0.8360130205519402
37707	0.0211081836244777
18962	0.009590014767392787
34016	0.9975690907323254
33850	4.302854396196037e-05
12106	0.3430323667939284
30158	0.17785358347849275
11406	0.9998841071101967
36719	0.9993264102653006
6521	0.9976239005356681
37565	0.20139458198696047
9404	0.9854088948082601
31922	0.12849149136619442
26954	0.11071879979078872
42225	0.9394525100340023
26929	0.9257325754768916
22202	0.7407046874773564
480	0.6145567576289226
15022	0.990627902802343
13299	0.858353283914157
44668	0.0003384547120930471
13588	0.933257881497363
36871	0.9764672835670792
43907	0.9997773938217972
4789	0.013952850018510106
11538	0.11819335329465866
41758	0.9670790745289894
33352	0.9596357390656846
32596	0.36011953084329607
27669	0.023718674584211934
46771	0.17553712151046263
17018	0.9960603219097256
31622	0.2851174441022879
16225	0.0014143167716652316
18878	0.7904482009005399
19476	0.9750240394645457
25314	0.9816923763121901
41037	0.7397963108843368
34298	0.164316042374449
7893	0.33746560381585095
30635	0.8688426403475066
12052	0.7024777826478881
24816	0.9740714418819315
46217	0.9559871151038772
27550	0.7044160151970628
45642	0.9986661870186762
15635	0.14805328893727854
29120	0.858217169795018
42335	0.9999874040945644
47655	0.14610873122323298
30227	0.0004829630894163276
48625	0.9970606720101578
40005	0.9812322197039262
26223	0.8628374338312053
38348	0.0004317368493582662
9217	0.998319159835743
18785	0.9999665865716254
40335	0.9987591907361096
14266	0.002908608672457945
43974	0.9993071062149586
46282	0.9984061498941542
44011	0.22617211867863074
38808	0.9939422159174148
20559	0.7610849287100107
2150	0.0032762180408866977
44500	0.19370290281668157
2237	2.527972591810197e-07
40275	4.267509352153482e-05
3545	0.9969611457387587
19680	0.9999629509304411
20363	0.9581394155100638
39706	0.016044087126727564
44823	0.8660821858495116
37537	0.018249795649621106
49783	0.9602861393028991
15042	0.8314457139480335
38773	0.9999098424871786
12725	0.004626430106774714
34341	0.9989083244894041
14057	0.9399261722515303
48392	0.0003736225709841608
46800	0.3421390089593794
4596	0.34714264478968876
49773	0.0661850225753902
41011	0.02738414853936156
20447	0.003944270804595148
31965	0.7842614680584084
45221	0.9394102333170518
28223	0.04124967913298079
28355	0.9929054908709884
14832	0.527287637431834
6426	0.7221375558795329
34101	0.9999999891420978
26530	3.830458690276952e-11
9133	0.9981430387699762
9636	0.07534412173475957
41268	0.0027864534938008903
31698	0.9995377806197021
39268	0.858192129643461
41832	0.9604643776260149
3819	0.8079303334561813
22394	0.07375711704170936
2494	0.034559959033391256
24031	0.04115367040275899
20486	0.036560666288451345
13898	2.777450228906802e-06
41262	0.060817574271410005
17299	2.7080638974068367e-05
14981	0.9811403541902327
22495	6.087912338871603e-05
28537	0.05022489563659669
31597	0.041244618656099366
32912	0.9847199272306846
38500	0.3522868052898044
38272	0.010266824273203405
19433	0.08904036416987257
28949	0.000471300981306533
7406	0.014384308027212309
13028	0.4920774491981158
22884	0.1388681619100403
39004	0.0001712154439920695
37481	0.04632801203351474
5334	0.4599250101577607
14138	0.0007938604565290812
1819	0.01754058412527317
2406	0.230331921773264
49339	0.9997009510453059
7599	0.0038441286206116272
20698	0.9389853673510957
41313	0.9997180346579702
32842	0.9999999407754816
49898	0.06675000858454193
20733	0.7894227071664484
44875	0.6647405214738764
39320	0.6741617131744936
25705	0.9760853584992883
48455	0.00016045000164714547
28689	0.9945539654332305
4768	0.9986436302031005
9785	0.9932917642111802
45741	0.01372896912920761
26055	0.0007682602094457373
28622	0.07577101588136452
10107	0.0016941008388410175
47579	0.009005613639659023
16602	0.4756712418117443
29854	0.7809151859822939
47227	2.228583291285863e-05
4970	0.0002773263517369433
16408	0.0046521228440538805
11828	0.9996248606352203
40298	0.007168303241244365
12211	0.04696878411527184
2970	0.9463867340174782
4898	1.1290679108717306e-07
499	0.9599954988633572
39638	0.0033243641249540066
24628	0.00011100599484432332
32824	0.9930559782050441
7173	0.6481266567348434
42290	9.246546618398602e-05
38940	0.9998911614561242
5596	0.9728969045270474
3512	0.05023699988064496
20652	0.04015533546493128
13795	0.10961486745397826
11964	0.8347616457696182
19775	0.9734096546897113
18097	0.991398109700974
4300	0.9999586058125337
48523	0.0036076630161748567
11707	0.07121658134849887
47107	0.004989639194594782
44711	0.8589006089180925
26777	0.0732970163541915
33340	0.9000281565309048
29621	0.9585702243562089
39172	0.8755267360999834
15991	2.313501203314533e-05
41508	0.01827911904595553
35923	0.7689597323532119
26689	0.022659639177370242
17981	0.5491952699941016
15895	0.9996482911033729
25900	0.05658169409514487
19589	0.2978181202189293
38550	7.047821669481489e-14
